User Name,Ratings,Mini Review,Date,Reviews
Abhinandan,5.0 out of 5 stars,"
Good
",28 October 2019,"
Good
"
Anil Sreedhar K,1.0 out of 5 stars,"
Poor
",13 January 2020,"
Poor
"
Anmol sharma,1.0 out of 5 stars,"
Almost good
",19 January 2020,"
Good
"
Mihir,5.0 out of 5 stars,"
Good
",18 October 2019,"
Good
"
Amazon Customer,4.0 out of 5 stars,"
Good and premium product
",16 October 2019,"
Nice product
"
vipul parmar,5.0 out of 5 stars,"
Weight
",25 January 2020,"
Problem is Only high weight
"
Faizan,5.0 out of 5 stars,"
Awesome product I'm happy
",23 January 2020,"
Awesome product bass superb
"
MAHESH A.,5.0 out of 5 stars,"
1 number
",23 January 2020,"
Excellent product, can buy.
"
maltius,5.0 out of 5 stars,"
Nice bluetooth earphone
",22 January 2020,"
Boom boom bluetooth speaker
"
pushpam S.,5.0 out of 5 stars,"
Amazing
",30 December 2019,"
Just wow .. Amazing product
"
purushottam jaga,5.0 out of 5 stars,"
Sounds quality is awesome
",14 December 2019,"
A quality product by mivi .
"
Sachin,5.0 out of 5 stars,"
Mivi fan
",27 January 2020,"
This is a awesome products.
"
Amal,5.0 out of 5 stars,"
These head phones are excellent
",27 October 2019,"
the product is very Awesome
"
chetan koyani,5.0 out of 5 stars,"
Great to buy
",16 November 2019,"
Great sound quality
"
Prabuddh,1.0 out of 5 stars,"
Good but size isze is big veryyy freakin big
",27 January 2020,"
Sucked connectivity
"
devesh kumar,5.0 out of 5 stars,"
Cool
",2 February 2020,"
OSM PRODUCT ... CLEAR COOL
"
Mayank singh,5.0 out of 5 stars,"
Fam of this product 😊
",17 December 2019,"
I'm fam of this product 😊
"
Amit Yadav,5.0 out of 5 stars,"
Nic product
",23 January 2020,"
Nice headphone@ this price
"
Ramadevi jhanwar,5.0 out of 5 stars,"
Super awesome earphones
",28 December 2019,"
Best earphones for workout
"
Javed khan,5.0 out of 5 stars,"
Best
",6 November 2019,"
Best Quality best customer service
"
Ashwani,4.0 out of 5 stars,"
Superb
",26 January 2020,"
Super bass
"
Kiran Gholap,5.0 out of 5 stars,"
Good product
",11 October 2019,"
This is a very good product
"
Rajasekhar Reddy,5.0 out of 5 stars,"
superb
",16 October 2019,"
sound quality is excellent
"
Saurav Chatterjee,5.0 out of 5 stars,"
Sound quality is too good
",6 November 2019,"
Sound quality is too good
"
Pankaj Bidave,5.0 out of 5 stars,"
Quality !
",2 November 2019,"
Excellent experience 👍😊
"
Kush jain,5.0 out of 5 stars,"
Mindblowing
",19 January 2020,"
Fantastic
"
Amazon Customer,5.0 out of 5 stars,"
Worth
",16 December 2019,"
It's good
"
Mehul Manav,5.0 out of 5 stars,"
Best option in the range.
",17 October 2019,"
Best option in the range.
"
Amit Thukral,5.0 out of 5 stars,"
Mivi thunder beats
",22 January 2020,"
Its a amazing product...
"
Pankaj,5.0 out of 5 stars,"
Budget friendly
",9 November 2019,"
Extreme bass sounds good
"
Bhupin,5.0 out of 5 stars,"
Worth it
",18 January 2020,"
Good product. Good sound
"
Prudhvi,1.0 out of 5 stars,"
Waste product , service is really bad .
",25 September 2019,"
It's not at all working.
"
sudip saha,5.0 out of 5 stars,"
excellent
",4 November 2019,"
must buy product
"
Babu,5.0 out of 5 stars,"
Very good
",10 October 2019,"
Okay good
"
Vijay gadade,4.0 out of 5 stars,"
Good headphone
",26 January 2020,"
Good and nice headphone
"
Shubham,1.0 out of 5 stars,"
Size is too big
",23 January 2020,"
Size is too big
"
Shaziya,5.0 out of 5 stars,"
Nice
",2 November 2019,"
Product is good
"
Mayank mevada,5.0 out of 5 stars,"
Superb quality
",26 October 2019,"
Awesome
"
Piyush,4.0 out of 5 stars,"
Mivi thunder beats
",29 October 2019,"
Overall a nice product
"
jamsheer,5.0 out of 5 stars,"
Good
",23 October 2019,"
Good quality,were nice
"
Preet jatania,5.0 out of 5 stars,"
It’s very nice
",23 December 2019,"
It’s very nice
"
girish patel,5.0 out of 5 stars,"
Nice product Worth buying
",19 December 2019,"
Like the build quality
"
Deepak Aggarwal,5.0 out of 5 stars,"
Value for money
",12 October 2019,"
Value for money
"
NARSA REDDY,5.0 out of 5 stars,"
Better for 1000
",12 October 2019,"
Better for 1000
"
Irfan Shaikh,5.0 out of 5 stars,"
No 1 Head Phone
",10 October 2019,"
Its awesome in all way.
"
G Narayana Rao,5.0 out of 5 stars,"
Excellent
",4 December 2019,"
Excellent product
"
Kd997,5.0 out of 5 stars,"
Great experience
",8 January 2020,"
It's a great product.
"
Mann Jain,1.0 out of 5 stars,"
Quality is inadequate
",29 January 2020,"
Quality is inadequate
"
Ravi,5.0 out of 5 stars,"
Wonderful product
",18 January 2020,"
Nice earphone
"
Vishnu,5.0 out of 5 stars,"
Super
",24 January 2020,"
Super
"
Kiran Kadam,4.0 out of 5 stars,"
Amazing product
",10 October 2019,"
Sound quality is good.
"
Amazon Customer,5.0 out of 5 stars,"
Product is awesome
",3 January 2020,"
The product is awesome
"
parimal,5.0 out of 5 stars,"
Good product.
",31 October 2019,"
This is really nice.
"
Komal singh,5.0 out of 5 stars,"
FANTASTIC!!!!!
",21 January 2020,"
Very awesome product
"
nanda,5.0 out of 5 stars,"
base is good
",23 January 2020,"
base is good
"
G@urang Mudgal,5.0 out of 5 stars,"
Nice earphones
",26 December 2019,"
Nice product
"
Gaurav,4.0 out of 5 stars,"
Nice product
",2 November 2019,"
Nice Product
"
Vishwambhar k.,5.0 out of 5 stars,"
Sexy
",4 November 2019,"
Awesome ones
"
sushil dhodi,5.0 out of 5 stars,"
Nice product 👌
",16 November 2019,"
Nice product
"
nishant nikam,5.0 out of 5 stars,"
Good product
",2 November 2019,"
Good product
"
Rashid shaikh,5.0 out of 5 stars,"
Nizz
",8 January 2020,"
Good
"
prasad,5.0 out of 5 stars,"
Best
",23 January 2020,"
Best
"
yash,4.0 out of 5 stars,"
Good product
",19 October 2019,"
Overall good product
"
Chirag Dehrikar,4.0 out of 5 stars,"
Nice product
",11 October 2019,"
Sound quality is good
"
Rohit kadam,5.0 out of 5 stars,"
Good
",18 October 2019,"
Good
"
Akash B,5.0 out of 5 stars,"
Battery backup
",27 January 2020,"
Superb product 🌟🌟
"
Suryashmi Ghosh,5.0 out of 5 stars,"
Very good
",4 February 2020,"
Good sound quality.
"
Pritam Rane,5.0 out of 5 stars,"
Good
",19 December 2019,"
The product is good
"
Hell Rider,5.0 out of 5 stars,"
Nice
",23 January 2020,"
I really liked it❤❤
"
Amazon Customer,5.0 out of 5 stars,"
Good product
",19 December 2019,"
Good battry back up
"
ABHI,5.0 out of 5 stars,"
Super Duper Headphone
",18 January 2020,"
Just one word “WOW”
"
santh,1.0 out of 5 stars,"
Go for better ones
",21 October 2019,"
Didn't pair
"
Vijay Kumar Annapareddy,1.0 out of 5 stars,"
Sound quality bad
",25 January 2020,"
Bad quality
"
Himmat Singh chouhan,5.0 out of 5 stars,"
Good
",14 October 2019,"
Nice
"
Faraz Kamran,3.0 out of 5 stars,"
Bass quality is not good
",13 October 2019,"
Disappointed
"
hemant,5.0 out of 5 stars,"
Mivi thunderbeat
",11 October 2019,"
Very nice product...
"
Prafull SIngh,5.0 out of 5 stars,"
Nice
",10 October 2019,"
Nice product
"
nikhil gupta,5.0 out of 5 stars,"
Great sound quality
",14 October 2019,"
I love the product.
"
Minhal Z.,5.0 out of 5 stars,"
Excellent
",9 November 2019,"
Best earphone ever
"
Amazon Customer,4.0 out of 5 stars,"
Awesome
",18 December 2019,"
Good sound quality
"
Prathamesh,5.0 out of 5 stars,"
Very Good earphones at this range
",5 November 2019,"
It is worth to buy
"
Rounak Roy,5.0 out of 5 stars,"
Great product
",23 October 2019,"
Good sound quality
"
Tushar,4.0 out of 5 stars,"
Sound quality
",4 October 2019,"
Good sound quality
"
Akriti Bhatnagar,5.0 out of 5 stars,"
extreme comfort
",18 December 2019,"
great thing to buy
"
Mange Ram,3.0 out of 5 stars,"
Size bulky
",31 October 2019,"
Size bulky
"
karthik,2.0 out of 5 stars,"
Na
",29 January 2020,"
Na
"
P.Sivagnanam,4.0 out of 5 stars,"
Mind blowing effects. Simply worth ful
",18 October 2019,"
Heavy size
"
subhranil,5.0 out of 5 stars,"
Mivi Review
",10 October 2019,"
Good sound quality.
"
harsh,5.0 out of 5 stars,"
Awesome 👍
",16 October 2019,"
Good sound quality
"
Ashu,5.0 out of 5 stars,"
Very useful while workout
",31 October 2019,"
Very good product
"
ANISH ABARAHAM,5.0 out of 5 stars,"
Nice product
",3 January 2020,"
Its worth product
"
Mangesh shahare,5.0 out of 5 stars,"
Superb
",13 November 2019,"
Excellent
"
Siddhesh kokane,4.0 out of 5 stars,"
Worth to buy
",11 October 2019,"
Nice sound quality
"
Sanjeev,2.0 out of 5 stars,"
Ok
",6 December 2019,"
Ok
"
Danish shaikh,5.0 out of 5 stars,"
👌
",9 October 2019,"
👌
"
Netai sen,5.0 out of 5 stars,"
Must buy
",28 January 2020,"
Amazing product.
"
Abhijeet Tiwari,1.0 out of 5 stars,"
Bad connectivity
",12 January 2020,"
Bad connectivity
"
Priyanka kakarla,5.0 out of 5 stars,"
Good
",24 December 2019,"
Nice one
"
fabian remo,5.0 out of 5 stars,"
Great quality
",24 January 2020,"
Worth it
"
Yash,1.0 out of 5 stars,"
Review no working
",4 October 2019,"
5 out of 3
"
Shakib pathan,5.0 out of 5 stars,"
Value for money
",26 October 2019,"
Worth the money!
"
Kritika Sharma,4.0 out of 5 stars,"
Worth buying
",25 January 2020,"
Awesome product
"
Deepak,3.0 out of 5 stars,"
Better but not best
",29 January 2020,"
Not as expected
"
Sushant sikka,4.0 out of 5 stars,"
Bass
",27 January 2020,"
Sound is superb
"
Amazon Customer,5.0 out of 5 stars,"
Good product
",16 January 2020,"
Sound 🔊 awsome
"
satish kohli,5.0 out of 5 stars,"
Amazing
",28 January 2020,"
""Sounds good...
"
Harman B.,5.0 out of 5 stars,"
Good quality
",11 January 2020,"
Amazing product
"
Aswini,5.0 out of 5 stars,"
Best in class
",9 January 2020,"
Value for money
"
Ashish,5.0 out of 5 stars,"
Mast h
",9 October 2019,"
It is amazing...
"
Amazon Customer,5.0 out of 5 stars,"
Best in price
",30 January 2020,"
Nice Bluetooth
"
om,5.0 out of 5 stars,"
Best headphone
",27 January 2020,"
Best headphone
"
Amazon Customer,3.0 out of 5 stars,"
Not Happy with the product
",14 October 2019,"
Average
"
Binod yadav,5.0 out of 5 stars,"
I like the sound and good to use
",12 October 2019,"
Awesome product
"
Arup Barman,4.0 out of 5 stars,"
Overall good
",15 December 2019,"
Overall good
"
Anurag Arun Nimje,5.0 out of 5 stars,"
Rockstar
",14 December 2019,"
It quite good
"
Avadhesh Sharma,5.0 out of 5 stars,"
Awesome
",11 January 2020,"
Nice earphone
"
Giselle Jose,5.0 out of 5 stars,"
Value for money
",20 January 2020,"
Great product
"
ankit,1.0 out of 5 stars,"
Battery issue
",1 February 2020,"
Battery issue
"
Devansh V.,5.0 out of 5 stars,"
Mivi
",27 December 2019,"
Best in class
"
Bidyut Mal,5.0 out of 5 stars,"
Batery stand by 8 hours
",29 November 2019,"
Super
"
Pruthbiraj das,5.0 out of 5 stars,"
Value for money.
",25 December 2019,"
Just awesome
"
Amazon Customer,5.0 out of 5 stars,"
Mivi airpod
",21 December 2019,"
Good product
"
Amazon Customer,5.0 out of 5 stars,"
Nice
",26 January 2020,"
Nice product
"
Kinjal Adak,4.0 out of 5 stars,"
Awesome
",3 January 2020,"
Good product
"
Prasad sahu,5.0 out of 5 stars,"
Best product on good value
",13 November 2019,"
Good product
"
Kamaldeep singh,5.0 out of 5 stars,"
Nice product
",10 January 2020,"
Good product
"
amit,5.0 out of 5 stars,"
Nice product
",13 January 2020,"
Nice product
"
Aditya,5.0 out of 5 stars,"
Best one
",25 January 2020,"
Good quality
"
Ramesh Jat,5.0 out of 5 stars,"
Wowww
",25 January 2020,"
Nice product
"
Priyanka Roy Chowdhury,1.0 out of 5 stars,"
battery life
",22 December 2019,"
battery life
"
Amazon Customer,5.0 out of 5 stars,"
Nyc earphones
",25 October 2019,"
Best quality
"
Rajdeep,4.0 out of 5 stars,"
Worth it
",30 January 2020,"
Does the job
"
Saiman Hembrom,5.0 out of 5 stars,"
Its amzing
",1 November 2019,"
Its too good
"
Sunayna sapkale,3.0 out of 5 stars,"
Good
",9 November 2019,"
Good
"
Aniket B.,5.0 out of 5 stars,"
Price worthy
",14 December 2019,"
Good
"
Amazon Customer,5.0 out of 5 stars,"
Best under 900
",13 October 2019,"
Super
"
dheeraj reddy,5.0 out of 5 stars,"
Excellent
",19 October 2019,"
Good product
"
surak subramanian,5.0 out of 5 stars,"
Pretty good
",26 October 2019,"
Pretty good
"
Subjeet sahani,5.0 out of 5 stars,"
This earphone is specially recommended for bass lovers..
",29 January 2020,"
Best ever..
"
abhishek malik,5.0 out of 5 stars,"
bass is perfect
",12 October 2019,"
nice product
"
Varun sharma,5.0 out of 5 stars,"
Clear sound
",22 October 2019,"
Ossam bass
"
Mandeep k.,5.0 out of 5 stars,"
amazing product
",28 January 2020,"
excellent
"
nkbhupathi,5.0 out of 5 stars,"
I am happy
",10 December 2019,"
Very good
"
Sagar pujari,5.0 out of 5 stars,"
Excellent
",8 November 2019,"
Excellent
"
Kishan Panchal,5.0 out of 5 stars,"
Excellent
",25 October 2019,"
Excellent
"
chetan sagar,5.0 out of 5 stars,"
Hard h bhai
",23 January 2020,"
Boht hard
"
Hemanth,5.0 out of 5 stars,"
Super
",26 January 2020,"
Xcellent
"
dipu,3.0 out of 5 stars,"
Ok
",22 October 2019,"
It's ok.
"
srujan,5.0 out of 5 stars,"
Good buy
",29 January 2020,"
Nice one
"
Sahil thakur,5.0 out of 5 stars,"
no issue
",28 December 2019,"
no issue
"
naresh kumar,1.0 out of 5 stars,"
Not working
",19 October 2019,"
Its not working
"
sriram,3.0 out of 5 stars,"
Not bad
",31 October 2019,"
Not bad
"
Prasanth K.,2.0 out of 5 stars,"
Average
",27 January 2020,"
Average
"
Devendrer y.,3.0 out of 5 stars,"
Late response
",25 September 2019,"
Not enough
"
Avirup mukherjee,5.0 out of 5 stars,"
Awsome
",30 December 2019,"
Awsome
"
Xyz,5.0 out of 5 stars,"
👍🏻👌🏼
",27 January 2020,"
Superb
"
Tharun Sai Kumar,1.0 out of 5 stars,"
Ok ok
",15 December 2019,"
Ok ok
"
sourabh mangale,5.0 out of 5 stars,"
Awesome
",18 January 2020,"
Great
"
Swathi,4.0 out of 5 stars,"
Nice
",27 January 2020,"
Super
"
Amazon Customer,5.0 out of 5 stars,"
Good
",14 December 2019,"
Good
"
Pawan Thakur,4.0 out of 5 stars,"
Good Experience
",3 February 2020,"
Good
"
Abhinav Chaudhary,5.0 out of 5 stars,"
good
",28 January 2020,"
good
"
Nitin Pathak,4.0 out of 5 stars,"
Suprb
",22 January 2020,"
Awsm
"
Subhash,3.0 out of 5 stars,"
Sb
",10 January 2020,"
Good
"
Mohsin khan,5.0 out of 5 stars,"
Wow
",22 December 2019,"
Cool
"
Mridul Kumar Narzary,5.0 out of 5 stars,"
Value for money 😊
",1 February 2020,"
Good
"
Sagar Pardeshi,5.0 out of 5 stars,"
satisgied
",21 October 2019,"
like
"
Swapnil Raskar,5.0 out of 5 stars,"
Super Bluetooth
",17 October 2019,"
Nice
"
shruti,2.0 out of 5 stars,"
Bad
",13 January 2020,"
bad
"
Amazon Customer,1.0 out of 5 stars,"
Not at all good, sharing experience of one year
",27 September 2019,"
I bought this headphones one year ago, first of all the buds are really heavy you will feel pain on ears for the first few days, sound clarity was good, but in 2 weeks one bud stop working, I contacted the customer care and they asked me to send the headphones, after verifying they replaced the headphone saying it got some issues. New piece has been replaced for me, but the replaced headphone also stooped  working after few months, again they replaced new, now that it stopped working and the warranty period is over. Think before spending money, read all the reviews and go for it. I found most of the reviews here are of one or two weeks of usage, this is a honest review of one year experience.
"
Suraj Sharma,1.0 out of 5 stars,"
People's who are buying without case model be aware..
",14 October 2019,"
People's who are buying without case model be aware that model doesn't comes with aptx, which was sadly a deal breaker for me.Rs 999 model have some minor cost cutting here and there like no aptx, only qualcomm cvc instead of cvc6.0 . It just sound like ordinary 999 wireless earphones comming from other brands like iball  Boat . I think its cheating by the seller to sell other model in the name and description of a popular model like mivi Thunderbeats. I will post the picture for both models boxes
"
Ankit,5.0 out of 5 stars,"
READ THIS BEFORE YOU BUY.
",23 January 2020,"
These are by far the best Bluetooth earphones you can buy under Rs.1500I have used the boat 261 before buying this so I'll be comparing both of them as they are the two best Bluetooth earphones in the price range.In terms of overall sound the thunderbeats are pretty damnn good. The Bass and trebel is good. Even the vocals are well balanced.Compared to the boat 261, I would say that both are neck to neck with the slight edge to Mivi.In terms of the overall build quality, I would say that Mivi is miles ahead. The metallic build gives a more premium look and feel. And the cable is quite durable too.The boat 261 looks good too but is made up of plastic, so it doesn't feel as premium.Also I love the magnets on the mivi thunderbeats. They are quite helpful in case you are not using the earphones. The boat 261 lacks this. Both are IP certified.Apart from this, the battery life is pretty good on both of them. No issues regarding that.The Bluetooth range is good but walls can hinder it as it does in all the Bluetooth earphones that I've used. The good thing is that it has Bluetooth 5.0 so f you have a phone with Bluetooth 5.0 the range will be even better.Also the warranty registration and redemption is pretty seamless with mivi.The only thing that I didn't like about these earphones is that they don't come with a case. Everything else is just fantastic.I would definitely recommend buying these if you are looking for Bluetooth earphones under 1500 rs. I got it for 899 plus some cashback in the Great Indian Sale and for that price they are a steal.
"
